Names,Soil_Types,Plant_Category,Season,Watering,Fertilization_List,Fertilization_Time,Best_Growing_Areas,Temperature,Soil_Temperature,Precipitation,Soil_Moisture,Sunshine_Duration,Humid
rumex aquaticus,"[""Silt"",""Clay"",""Loam""]",Aquatic plant,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Wetlands"",""Ponds"",""Marshes""]",17.5,15.0,600.0,0.45,22000,60
rumex fenestratus,"[""Sandy"",""Loamy""]",Herbaceous plant,"[""Late spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,17.5,650.0,0.3,20000,70
rumex occidentalis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Perennial Herb,"[""Spring"",""Summer""]",2,"[""Organic Compost"",""Slow-release granular fertilizer""]",4,"[""North America"",""Europe"",""Asia""]",15.0,20.0,750.0,0.3,30000,70
rumex subalpinus,"[""Well-drained"",""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Late spring"",""Summer"",""Early fall""]",2,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Alpine regions"",""Subalpine meadows"",""Rocky slopes""]",17.5,12.5,750.0,0.3,20000,70
rubus arcticus,"[""Well-drained sandy loam"",""Silty clay loam""]",Fruit,"[""Spring"",""Summer""]",4 hours interval,"[""NPK fertilizer"",""Organic compost""]",6 weeks interval,"[""Arctic regions"",""Alpine regions""]",5.0,15.0,600.0,0.3,3000,70
rubus argutus,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Eastern North America"",""Eastern Asia"",""Eastern Europe""]",17.5,17.5,1000.0,0.3,25000,70
rubus abundiflorus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",2,"[""NPK"",""Compost""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,900.0,0.3,20000,60
rubus betulifolius,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Organic compost""]",4,"[""Temperate regions"",""Mountainous areas""]",17.5,15.0,750.0,0.3,20000,70
rubus floridensis,"[""Loamy"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Florida"",""Georgia"",""Alabama""]",22.5,21.5,1000.0,0.3,22000,80
rubus floridus,"[""Loamy"",""Sandy""]",Shrub,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southeastern United States"",""Central America""]",20.0,15.0,750.0,0.3,3000,60
rubus incisifrons,"[""Loam"",""Sandy loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mountainous regions"",""Temperate climates""]",17.5,20.0,600.0,0.3,24000,60
rubus louisianus,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer"",""Fall""]",48,"[""NPK"",""Compost""]",4,"[""Louisiana"",""Texas"",""Mississippi""]",25.0,20.0,750.0,0.3,20000,80
rubus penetrans,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,1000.0,0.225,300,80
rubus rhodophyllus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,800.0,0.3,25000,70
rubus arizonensis,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",7,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Arizona"",""New Mexico"",""Texas""]",20.0,20.0,400.0,0.3,25000,70
rubus arvensis,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Europe"",""North America"",""Asia""]",20.0,15.0,750.0,0.3,30000,80
rubus saepescandens,"[""Sandy loam"",""Loam"",""Clay""]",Climbing shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.3,20000,70
rumex arcticus,"[""Sandy loam"",""Loam"",""Clay loam""]",Perennial Herb,"[""Late spring"",""Summer"",""Early autumn""]",Every 3 days,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",Every 4 weeks,"[""Arctic regions"",""Alpine regions"",""Subarctic regions""]",5.0,14.0,325.0,0.3,10,80
rubus arenicola,"[""Sandy"",""Loamy""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Coastal regions"",""Sand dunes""]",20.0,15.0,700.0,0.4,20000,60
rubus arcuans,"[""Sandy loam"",""Silt loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,20.0,900.0,0.3,22000,80
rubus armeniacus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""NPK 20-20-20""]",4 (weeks interval),"[""North America"",""Europe"",""New Zealand""]",20.0,17.5,1000.0,0.3,25000,80
rubus discolor,"[""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 (weeks interval),"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,1000.0,0.3,20000,70
rubus procerus,"[""Loamy"",""Sandy""]",Fruit,"[""Late Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,17.5,750.0,0.375,30000,80
rubus acaulis,"[""Loam"",""Sandy loam"",""Silt loam""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,750.0,0.3,24000,70
rubus stellatus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",24,"[""Organic fertilizer"",""NPK fertilizer""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,17.5,750.0,0.3,3000,80
rubus audax,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mediterranean regions""]",20.0,15.0,750.0,0.3,25000,70
rudbeckia auriculata,"[""Loam"",""Silt"",""Clay""]",Perennial,"[""Summer"",""Fall""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",22.5,17.5,750.0,0.3,30000,60
rudbeckia fulgida,"[""Loamy"",""Sandy""]",Perennial,"[""Late Spring"",""Summer""]",03-Feb,"[""Slow-release"",""Organic""]",4,"[""North America"",""Europe""]",22.5,20.0,650.0,0.45,22000,70
rubus bartonianus,"[""Well-drained soil"",""Loamy soil""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizer"",""Phosphate-based fertilizer""]",6,"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,900.0,0.3,20000,80
rubus baileyanus,"[""Well-drained soil"",""Loamy soil""]",Shrub,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 (weeks interval),"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,850.0,0.3,22000,60
rubus housei,"[""Loam"",""Sandy Loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""NPK fertilizer"",""Compost""]",4,"[""Temperate regions"",""Mild climates""]",20.0,15.0,750.0,0.4,20000,80
rubus tenuicaulis,"[""Sandy loam"",""Loamy sand""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Asia"",""Europe""]",20.0,15.0,800.0,0.4,20000,60
rubus uniflorifer,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,17.5,750.0,0.45,22000,70
rubus bellobatus,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,20.0,800.0,0.3,22000,70
rumex beringensis,"[""Loamy"",""Silty"",""Sandy""]",Herbaceous plant,"[""Late spring"",""Summer"",""Early autumn""]",03-Feb,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""Alaska"",""Siberia"",""Northern Canada""]",15.0,10.0,400.0,0.3,20000,70
rubus bifrons,"[""Loam"",""Clay"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,750.0,0.3,20000,80
rubus bicknellii,"[""Sandy"",""Loamy"",""Clay""]",Shrub,"[""Late spring"",""Summer""]",03-Feb,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,"[""Eastern United States"",""Southern Canada""]",17.5,15.0,750.0,0.3,22000,70
rubus electus,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",8,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",25.0,20.0,750.0,0.3,30000,70
rubus biformispinus,"[""Loam"",""Sandy Loam""]",Shrub,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe""]",17.5,17.5,1150.0,0.35,25000,80
rubus bigelovianus,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""NPK fertilizer"",""Organic compost""]",4,"[""Coastal regions"",""Mediterranean climate regions""]",20.0,20.0,750.0,0.45,25000,70
rubus bifrons × laciniatus [unnamed hybrid],"[""Loam"",""Sandy loam"",""Silt loam""]",Fruit,"[""Spring"",""Summer""]",2 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,700.0,0.3,25000,70
rubia tinctorum,"[""Loam"",""Clay"",""Silt""]",Perennial,"[""Spring"",""Summer""]",72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Mediterranean"",""Subtropical"",""Temperate""]",20.0,20.0,750.0,0.25,30000,80
rubus blanchardianus,"[""Loam"",""Silt"",""Clay""]",Perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Southeast Asia"",""South America"",""Africa""]",20.0,20.0,750.0,0.3,22000,70
rubus hispidus,"[""Loamy"",""Sandy""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",15.0,15.0,750.0,0.45,30000,70
ruellia blechum,"[""Loamy"",""Sandy""]",Flowering Plant,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer"",""Potassium-rich fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,25.0,1000.0,0.3,22000,80
blechum blechum,"[""Loamy soil"",""Sandy soil""]",Herbaceous plant,"[""All year round""]",03-Feb,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1500.0,0.4,20000,80
blechum brownei,"[""Loamy"",""Sandy""]",Herb,"[""Year-round""]",2-3 hours interval,"[""Nitrogen-based"",""Potassium-based""]",4 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1500.0,0.4,7000,80
blechum pyramidatum,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Herb,"[""Year-round""]",2-3 hours interval,"[""NPK fertilizers"",""Organic compost""]",4-6 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",25.0,27.5,1500.0,0.3,22000,80
rubus boyntonii,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Late spring"",""Summer"",""Early fall""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""North America"",""United States"",""Canada""]",17.5,17.5,750.0,0.3,20000,60
ruellia brevifolia,"[""Well-drained"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",Every 7-10 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4-6 weeks,"[""Southwestern United States"",""Mexico""]",25.0,21.5,750.0,0.3,4000,60
ruellia graecizans,"[""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Summer"",""Spring""]",2-3 hours interval,"[""Complete fertilizer"",""Organic compost""]",6 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,30.0,1000.0,0.2,35000,70
rumex brownei,"[""Sandy loam"",""Loam"",""Silty loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",12,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,150.0,0.2,25000,70
rubus burnhamii,"[""Loamy"",""Sandy"",""Well-drained""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Mountainous regions"",""Temperate climates""]",17.5,17.5,750.0,0.45,22000,70
rubus bushii,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""NPK fertilizer"",""Organic compost""]",4,"[""Temperate regions"",""Woodlands"",""Hedgerows""]",20.0,15.0,750.0,0.3,8000,70
rubus fructifer,"[""Loamy"",""Sandy"",""Clayey""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Mediterranean regions""]",17.5,17.5,750.0,0.3,24000,70
rubus kansanus,"[""Loam"",""Silt"",""Clay""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,"[""North America"",""Asia"",""Europe""]",17.5,20.0,750.0,0.35,40000,70
rubus oppositus,"[""Loam"",""Clay""]",Fruit,"[""Spring"",""Summer""]",48,"[""NPK"",""Compost""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,950.0,0.45,22000,70
rubus ozarkensis,"[""Loamy"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer"",""Autumn""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",6,"[""Arkansas"",""Missouri"",""Oklahoma""]",17.5,20.0,750.0,0.45,5000,70
rubus putus,"[""Loamy soil"",""Sandy soil""]",Fruit,"[""Spring"",""Summer""]",48,"[""Nitrogen-based fertilizers"",""Potassium-based fertilizers""]",4,"[""Temperate regions"",""Mediterranean regions""]",15.0,15.0,750.0,0.25,25000,70
rubus scibilis,"[""Loamy"",""Sandy""]",Fruit,"[""Spring"",""Summer""]",48,"[""NPK fertilizers"",""Organic compost""]",4,"[""Temperate regions"",""Mediterranean climates""]",20.0,15.0,650.0,0.3,25000,70
rubus sertatus,"[""Loam"",""Sandy loam"",""Clay""]",Fruit,"[""Late spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4 (weeks interval),"[""Temperate regions"",""Subtropical regions""]",20.0,15.0,750.0,0.45,30000,60
rubus virilis,"[""Loam"",""Sandy loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",48,"[""NPK 10-10-10"",""Compost""]",4,"[""North America"",""Europe"",""Asia""]",17.5,15.0,750.0,0.4,25000,70
rumex bucephalophorus,"[""Sandy loam"",""Loam"",""Clay loam""]",Herb,"[""Spring"",""Summer"",""Autumn""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Tropical"",""Subtropical"",""Mediterranean""]",20.0,20.0,750.0,0.4,25000,80
rubus,"[""Loam"",""Sandy"",""Clay""]",Fruit,"[""Spring"",""Summer"",""Autumn""]",24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate"",""Subtropical"",""Mediterranean""]",22.5,17.5,750.0,0.4,22000,80
rubus caesius,"[""Loamy"",""Sandy"",""Clayey""]",Shrub,"[""Late Spring"",""Summer"",""Early Autumn""]",48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Europe"",""Asia"",""North America""]",17.5,20.0,750.0,0.3,20000,70
rubus canadensis,"[""Loam"",""Sandy Loam"",""Clay""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,15.0,750.0,0.35,25000,80
rubus besseyi,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Fruit,"[""Spring"",""Summer""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",20.0,17.5,750.0,0.3,22000,70
rubus forestalis,"[""Loam"",""Sandy loam"",""Clay loam""]",Fruit,"[""Spring"",""Summer""]",3,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,17.5,750.0,0.25,25000,80
rubus illustris,"[""Sandy loam"",""Loam"",""Clay loam""]",Shrub,"[""Spring"",""Summer""]",2,"[""10-10-10"",""20-20-20""]",4,"[""Eastern United States"",""Southeast Canada""]",20.0,15.0,750.0,0.4,500,70
rubus irregularis,"[""Loam"",""Sandy loam"",""Silt loam""]",Fruit,"[""Late spring"",""Summer"",""Early fall""]",2,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""North America"",""Europe"",""Asia""]",17.5,16.0,1000.0,0.3,25000,80
rubus laetabilis,"[""Loam"",""Silt"",""Clay""]",Fruit,"[""Spring"",""Summer"",""Autumn""]",48,"[""NPK"",""Compost"",""Manure""]",4,"[""North America"",""Europe"",""Asia""]",17.5,17.5,150.0,0.3,43200,80
rubus millspaughii,"[""Well-drained soil"",""Sandy soil""]",Shrub,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,"[""Woodlands"",""Grasslands""]",20.0,15.0,750.0,0.3,2500,80
rubus randii,"[""Loam"",""Sandy Loam"",""Silt Loam""]",Fruit,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Temperate regions"",""Subtropical regions""]",17.5,20.0,950.0,0.3,22000,70
ruellia caerulea,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Herbaceous Perennial,"[""Spring"",""Summer""]",03-Feb,"[""NPK 10-10-10"",""NPK 20-10-10""]",4,"[""Tropical"",""Subtropical"",""Mediterranean""]",24.0,25.0,1000.0,0.25,36000,80
ruellia brittoniana,"[""Loamy"",""Sandy""]",Perennial,"[""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Organic compost""]",4 (weeks interval),"[""Southern United States"",""Central America"",""South America""]",22.5,22.5,750.0,0.3,30000,70
ruellia malacosperma,"[""Sandy"",""Loamy"",""Clayey""]",Herbaceous perennial,"[""Spring"",""Summer""]",2,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,650.0,0.3,3000,70
ruellia simplex,"[""Loam"",""Sandy loam"",""Clay loam""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""NPK"",""Organic compost""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,750.0,0.3,600,60
ruellia tweediana,"[""Well-drained soil"",""Loamy soil""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Liquid fertilizer"",""Slow-release granular fertilizer""]",06-Apr,"[""Tropical regions"",""Subtropical regions""]",22.5,24.0,750.0,0.3,25000,80
rudbeckia californica,"[""Sandy loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""14-14-14"",""6-10-10""]",4,"[""California"",""Arizona"",""Nevada""]",20.0,20.0,450.0,0.3,22000,70
ruellia caroliniensis,"[""Sandy loam"",""Loamy sand"",""Silt loam""]",Herbaceous perennial,"[""Summer"",""Fall""]",7,"[""10-10-10"",""12-6-6""]",4,"[""Eastern United States"",""Southern Canada""]",25.0,20.0,750.0,0.3,22000,60
pattersonia caroliniensis,"[""Loam"",""Sandy Loam"",""Clay Loam""]",Flowering Plant,"[""Late spring"",""Summer""]",48,"[""NPK 10-10-10"",""Organic compost""]",4,"[""Coastal regions"",""Southern states""]",20.0,21.5,750.0,0.3,25000,70
ruellia hybrida,"[""Sandy loam"",""Clay loam"",""Loamy sand""]",Perennial,"[""Spring"",""Summer"",""Autumn""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,21.5,750.0,0.3,22000,70
ruellia parviflora,"[""Loam"",""Sandy loam"",""Clay loam""]",Flowering plant,"[""Summer"",""Monsoon""]",Every 2 days,"[""Complete balanced fertilizer"",""Organic compost""]",Every 4 weeks,"[""Tropical regions"",""Subtropical regions""]",24.0,22.5,750.0,0.4,22000,60
ruellia ciliosa,"[""Well-drained"",""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""NPK 10-10-10"",""Organic compost""]",4 (weeks interval),"[""Tropical regions"",""Subtropical regions""]",22.5,22.5,750.0,0.3,30000,80
ruellia humilis sensu,"[""Loam"",""Clay"",""Sandy""]",Wildflower,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""North America"",""South America"",""Europe""]",22.5,20.0,650.0,0.225,25000,70
ruellia heteromorpha,"[""Loamy"",""Sandy""]",Perennial,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,"[""Africa"",""North America"",""Asia""]",22.5,25.0,750.0,0.25,27000,60
ruellia hybrida sensu,"[""Loam"",""Sandy loam""]",Perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6 weeks interval,"[""Tropical regions"",""Subtropical regions""]",25.0,20.0,750.0,0.3,30000,70
ruellia succulenta,"[""Loam"",""Sandy loam"",""Clay loam"",""Silty loam""]",Perennial,"[""Year-round""]",03-Feb,"[""Organic compost"",""Slow-release granular fertilizer""]",4,"[""Tropical regions"",""Subtropical regions""]",25.0,25.0,1000.0,0.25,22000,70
rubus centralis,"[""Sandy loam"",""Loamy sand"",""Silty loam""]",Shrub,"[""Late spring"",""Summer""]",48,"[""NPK 10-5-5"",""Organic compost""]",4,"[""Pacific Northwest"",""Northern California""]",17.5,20.0,750.0,0.3,7200,70
rubus chamaemorus,"[""Sandy loam"",""Peat"",""Clay""]",Perennial,"[""Summer""]",Every 2-3 days,"[""Organic compost"",""Slow-release fertilizer""]",Every 4-6 weeks,"[""Northern Europe"",""Arctic regions"",""Alpine regions""]",5.0,7.5,600.0,0.5,10,70
rumex chrysocarpus,"[""Loam"",""Sandy loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",2,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,"[""Mediterranean region"",""Southwest Asia"",""North Africa""]",21.5,20.0,650.0,0.45,4000,70
rumex berlandieri,"[""Loam"",""Sandy loam"",""Clay loam""]",Herbaceous perennial,"[""Spring"",""Summer""]",2-3 hours interval,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6 (weeks interval),"[""Southern United States"",""Mexico"",""Central America""]",22.5,22.5,650.0,0.4,30000,60
ruta chalepensis,"[""Sandy loam"",""Loamy sand""]",Herb,"[""Spring"",""Summer""]",03-Feb,"[""Nitrogen"",""Phosphorus"",""Potassium""]",06-Apr,"[""Mediterranean"",""Subtropical"",""Temperate""]",20.0,15.0,300.0,0.3,22000,60
