Name,Image_URL,Description
BAY LAUREL,//territorialseed.com/cdn/shop/products/HR1075_450x.jpg?v=1597273180,"Laurus nobilis Also called Sweet Bay, spaghetti sauce and stew aren’t complete without it. The flavor imparted by the leaves complements just about any meat, fish, or poultry dish. Now you can always have fresh bay leaves for your favorite recipes! These aromatic evergreens thrive in rich peaty soil with abundant moisture but are very forgiving when neglected. Bay Laurel is a tender perennial that can get very tall (over 12 feet) in warm climates and stays shrub-like in moderate climates. Hardy in zones 8–11.Not available to SC."
ELLAGANCE SNOW,//territorialseed.com/cdn/shop/products/HR1212_450x.jpg?v=1668557909,"Lavandula angustifolia The beauty and fragrance of lavender, but without the wait! In the first year from seed, our Ellagance Snow has out-performed other varieties, reliably growing breathtaking, bushy plants with loads of flowers. The plants grow impeccably uniform at 12-14 inches tall, and explode with lush, dense spires of perfumed, beautiful white blooms unlike any other in its species."
GROSSO,//territorialseed.com/cdn/shop/products/HR1206_450x.jpg?v=1597273182,Lavandula x intermedia People who grow lavender for market usually grow this variety. Grosso is used in aromatherapy oils because of its wonderful fragrance. The very attractive 24 inch tall plants will produce long violet flower spikes. Grosso flowers are true blue when dried.
PHENOMENAL,//territorialseed.com/cdn/shop/products/YHR1208_450x.jpg?v=1597273465,"Lavandula x intermedia This beautiful, fragrant, uniform, and disease-resistant selection is especially cold hardy, maintaining thick foliar cover on its strong, even branches without the winter die-back seen in other lavenders. Also tolerant of extreme heat, humidity, and drought conditions, Phenomenal’s mounding-habit and silvery foliage demonstrate consistent growth. Healthy plants are resistant to common root and foliar diseases as well as feeding by critters. Great in containers, borders, or mass plantings, the 24–32 inch plants are prolific bearers of elegant and aromatic purple-blue flower spikes from mid-June."
LEMON VERBENA,//territorialseed.com/cdn/shop/products/YHR1220_450x.jpg?v=1597273466,"Aloysia triphylla Lemon Verbena is prized for its lemony scent and sweet, bitter-free flavor. Use the leaves and flower tops to flavor lemonade, teas, and desserts. The dried leaves retain their scent for years, a virtue that is indispensable for potpourri or culinary use. The plants will reward you with their enticing essence each season if protected from the cold and given plenty of water. Height: 4–5 feet. Hardy in zones 8–11, but can be grown as an annual elsewhere."
LEMONGRASS,//territorialseed.com/cdn/shop/products/HR1215_450x.jpg?v=1597273661,"Cymbopogon flexuosus Lemongrass imparts a pleasant, subtle citrus flavor and aroma in foods. Frequently it's an ingredient for soups, teas and curries in southeast Asian and Indian recipes, and also valued for its essential oil and medicinal uses. Grows as an annual throughout most of the US, because it is not frost tolerant."
GINGER MINT,//territorialseed.com/cdn/shop/products/HR1251_450x.jpg?v=1597273571,"Mentha x gracilis One of the prettiest and most aromatic mint we've grown, Ginger Mint's pinkish stems and golden-streaked, tooth-edged leaves are a standout in the ornamental and herb gardens alike. This easy-to-grow variety thrives in moist soil and reaches about 12 inches tall. Harvest leaves for a delightfully aromatic addition to beverages, jams and a wide variety of dishes. Bees and other pollinators love the summer blooms. Plant in large planters to contain the spreading runners. Hardy in zones 5-9. 
  
  
  Mint plants are not available to AK, ID, HI, MN, MT, NV, UT, WY, US Territories, or Canada."
MOJITO,//territorialseed.com/cdn/shop/products/YHR1249_450x.jpg?v=1597273467,"Mentha x villosa The search is over for the ideal mint to flavor the popular cocktail for which it's named. Genuinely Cuban, this spectacular culinary herb provides the distinct, aromatic and complex taste to the celebrated beverage. Don't let the name fool you, however, as the leaves may be used fresh or dried in a bevy of dishes and drinks from around the world. The plants will reach 18-24 inches tall. Hardy in zones 6 and above.Mint plants are not available to AK, ID, HI, MN, MT, NV, UT, WY, US Territories, or Canada."
ARP,//territorialseed.com/cdn/shop/products/YHR1292_450x.jpg?v=1597273468,"Rosmarinus officinalis Surviving down to zone 5 with minimal protection, Arp is about as hardy as rosemary gets. This means savory, fresh rosemary all year long! Arp has pale blue flowers that bloom mid-summer through fall, and tease the senses with a hint of lemon fragrance. Airy green-gray foliage. Reaching 4 feet tall, Arp makes a great border or mass planting."
FOXTAIL,//territorialseed.com/cdn/shop/products/YHR1297_450x.jpg?v=1597273469,"Rosmarinus officinalis Unlike any other rosemary, this dramatic variety has fine foliage that grows densely into an incredibly beautiful plume habit. Rising 1-3 feet tall and boasting the classic rosemary flavor and pungent aroma, this edible ornamental produces lots of foliage for cooking and looks stunning too. Stellar in landscapes or containers, Foxtail adds intriguing texture and form. In summer the plant bursts into radiant blue blooms. Hardy to zones 8-10."
GROWER'S FRIEND,//territorialseed.com/cdn/shop/products/YHR1305_450x.jpg?v=1597273470,"Salvia officinalis If you’re looking for an outstanding culinary sage, then Grower’s Friend is for you. Unlike other sages that tend to have altered flavor after flowering, Grower’s Friend rarely, if ever, blooms. The robust plants grow to 18 inches tall and when dried and ground, the leaves make a wonderful rub for poultry or fish. Hardy in zone 6-9."
SMUDGE,//territorialseed.com/cdn/shop/products/YHR1306_450x.jpg?v=1597273471,"Salvia apiana This sacred plant is the same one used by Native Americans in the southwestern US for spiritual cleansing rituals. Valued for its highly aromatic, volatile oils, its leafy branches are traditionally dried upside-down, bundled together and wrapped with thread to make smudge sticks. New leaves unfurl with a crinkly texture and grayish-green color. As they develop and mature, the foliage smooths and takes on a silvery-white sheen with a lightly fuzzy finish. Earning its species name—roughly 'for the bees' in Latin—the tall spikes of white flowers beckon bees of all kinds. In ideal conditions Smudge sage may grow up to 5 feet tall and wide. Hardy in zones 8-10, but note that this desert plant resents excessive water."
FRENCH TARRAGON,//territorialseed.com/cdn/shop/products/YHR1345_450x.jpg?v=1597273473,"Artemisia dracunculus This is the true French tarragon, which cannot be grown from seed. Growing to 36 inches, this dark green tarragon has a wonderful flavor suggesting anise or mint. Needs well-drained soil and full sun. Hardy in zones 5-9."
ENGLISH,//territorialseed.com/cdn/shop/products/YHR1357_450x.jpg?v=1597273474,"Thymus vulgaris No herb garden is complete without English thyme. This upright shrub with grey-green foliage is usually what one thinks of when they desire that true, robust, thyme flavor.  Grows to about 12 inches tall. Hardy in zones 5 and above."
FOXLEY,//territorialseed.com/cdn/shop/products/HR1360_450x.jpg?v=1597273572,"Thymus pulegiodes When you're not using Foxley for a delightfully savory touch to almost any mouthwatering dish, it provides a cheery, variegated accent to herb gardens, containers, and borders. Broad, green leaves are outlined in cream on billowy, 8 inch, upright plants. Cooler temperatures bring out a pink blush to the already beautiful variegation. Topped off with a sprinkling of pink blossoms and you've got a matchless ornamental and culinary combination. Hardy in zone 5 and above."
TURMERIC,//territorialseed.com/cdn/shop/products/YHR1365_450x.jpg?v=1597273475,"Curcuma longa Rich in historical, culinary, ornamental, and therapeutic value, these golden yellow-fleshed roots are a key ingredient in curry blends and make a beautiful, saffron-hued fabric dye. This ginger relative is native to the tropics and thrives in a warm, moist environment. The plant forms upright stalks of lush, broad foliage and, given a long enough growing season, will reward you with exotic, white flowers. Keep warm—at least 65°F— well watered and in the brightest sun available. The roots will be ready to harvest at the end of the growing season. Hardy in zones 9 and above."
ENGLISH OAK TREES INOCULATED W/ BIANCHETTO TRUFFLES,//territorialseed.com/cdn/shop/products/XF179_450x.jpg?v=1597273099,"Truffles top the list of gourmet delicacies, and these elusive subterranean fungi are now within reach for the home gardener thanks to centuries of effort to domesticate them. Truffles live exclusively in the soil around the roots of a suitable host tree. In this case, we have the truffle mycorrhizae established on the roots of a common English oak tree. Suitable for growing in zones 6-9, the truffles may take 5-7 years to successfully establish themselves, but the resulting annual winter harvests can last for decades. Note: Bianchetto truffles require a soil pH between 6.0-8.3. If your soil is more acidic, we recommend preparing your planting area with lime to adjust the pH well in advance of receiving your trees. 


The Bianchetto truffle is a highly prized Italian species. Its name indicates the whitish coloration in contrast to blackish truffles. Inside, the flesh is brown with white marbling, and the strong aroma is described as earthy, garlicy and cheesy. The hazelnut to golf ball-sized truffles lend themselves to a vast array of recipes.



Inoculated, 1 year old Truffle Tree seedlings start shipping in March until sold out or in early December. Order early for best availability. Available only within the contiguous US."
WASABI DARUMA,//territorialseed.com/cdn/shop/products/XV600_450x.jpg?v=1597273153,"A pungent delight seldom available to the home gardener. Even at sushi establishments and specialty grocers, 'wasabi' pastes most often derive their spicy kick from its relatives, horseradish and mustard, and lack the nuanced flavor of true wasabi: an intense, aromatic heat that quickly subsides, giving way to a smooth, sweet finish that lingers. Though chefs use any and all parts of the plant, it is prized for its root, or rhizome, which is grated and served as a ubiquitous condiment for sushi and noodle dishes in its native Japan. Wasabi has now found its way into a broader range of culinary applications, lending zing to traditional sauces, dressings, rubs, cocktails, even ice cream! Roots command up to $100 per pound here in the states, but a few specialty growers and new research from the Pacific Northwest Extension have shown promise for stateside gardens. Our hardy, disease-resistant ‘Daruma’ selection is propagated from disease-free tissue cultures. Attractive plants have heart-shaped to round foliage and will provide harvests of delicious, high quality, thick green roots and multiple plant divisions after 2 years.


Wasabi bare root plants are ready to ship now and are available only within the contiguous US. Naturally resilient to transplant stress, we ship wasabi plant starts bare root with the stems and leaves trimmed away so the plants arrive healthy. We have found that the plants travel better when shipped bare root rather than in pots because the leaf stems of wasabi can be broken during shipping or pull the plant over on its side uprooting it. They arrive ready to plant!"
