Name,Image_URL,Image_URL_2,Description
Natal lily,,,"Clivia miniata : Natal lilyFamily: AmaryllidaceaeOrigin : South AfricaHeight in its natural environment : 0,6 mHardiness : -4°CColour of the flower : orangeDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Slow grower"
Boat lily,,,"Tradescantia spathacea : Boat lilyFamily: CommelinaceaeOrigin : Caribean, MexicoHeight in its natural environment : 0,7 mHardiness : -2°CColour of the flower : WhiteDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower"
Mexican flame vine,,,Pseudogynoxys chenopodioides : Mexican flame vineFamily: AstéraceaeOrigin : MexicoHeight in its natural environment : 5 mHardiness : -4°CColour of the flower : OrangeDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Fast grower
Leopard lily,,,"Belamcanda chinensis : Leopard lilyFamily : IridaceaeOrigin ChinaHeight in its natural environment : 0,90 mHardiness : -15°CFlower colour : orange spotted with purpleDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons) Fast grower"
Nipplefruit tree,,,Solanum mammosum : Nipplefruit treeFamily: SolanaceaeOrigin : South AmericaHeight in its natural environment : 2 mHardiness : -3°CColour of the flower : PurpleDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower
Pipicha plant,,,"Porophyllum linaria  : PipichaFamily: AsteraceaeOrigin : MexicoHeight in its natural environment : 0,6 mHardiness : -4°CColour of the flower : purpleDifficulty level : Beginner  Height : about 15 to 30 cm (depending on seasons)  Fast grower"
Dwarf pomegranate tree,,,Punica granatum 'nana' : Dwarf pomegranate treeFamily: LythraceaeOrigin : AsiaHeight in its natural environment : 1mHardiness : -12 °CColour of the flower : Red/OrangeDifficulty level : Beginner Height : about 5 to 20 cm (depending on seasons) Fast grower
Fortnight lily,,,"Dietes iridioides : Fortnight lilyFamily: IridaceaeOrigin : South Africa, KenyaHeight in its natural environment : 0,6 mHardiness : -6°CColour of the flower : WhiteDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower"
Pride of Madeira,,,Echium fastuosum : Pride of MadeiraFamily : BorajinaceaeOrigin : Canary IslandHeight in its natural environment : 3 mHardiness : -7°CFlower colour : Purple/blueDifficulty level : Beginner  Height : about 5 / 10 cm  Fast grower
Deadly nightshade,,,Atropa belladonna : Deadly nightshadeFamily: SolanaceaeOrigin : Europe and North AfricaHeight in its natural environment : 2 mHardiness : -22°CColour of the flower : dark redDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Mid grower
Rush-leaved strelitzia,,,Strelitzia juncea : Rush-leaved strelitziaFamiy : StrelitziaceaeOrigin : South AfricaHeight in its natural environment : 2 mHardiness : -5°CColour flower: orange and blueDifficulty level : Beginner  Height: about 10 to 20 cm  Slow grower
Asian foxtail,,,"Uraria crinita :Asian foxtailFamily: FabaceaeOrigin : Tropical AsiaHeight in its natural environment : 1,5 mHardiness : 0°CColour of the flower : Pink/PurpleDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Mid grower"
Onionweed,,,Asphodelus fistulosus : Onion weedFamily: AsphodélaceaeOrigin : IndiaHeight in its natural environment : 60Hardiness : -12°CColour of the flower : WhiteDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Tiger foot morning glory,,,"Ipomoea pes-tigridis : Tiger foot morning gloryFamily: ConcolvulaceaeOrigin : Asia & Tropical AfricaHeight in its natural environment : 2,5 mHardiness : -7°CColour of the flower : pink to purpleDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower"
Tower of jewels plant,,,Echium wildpretii : Tower of jewels plantFamille : BorajinaceaeOrigine : Canary IslandsHeight in its natural environment : 3 mHardiness : -7°CFlower colour : redDifficulty level : Beginner Height : about 5 to 20 cm (depending on seasons)  Fast grower
Chasmanthe bicolor,,,"Chasmanthe bicolor : Chasmanthe bicolorFamily: IridaceaeOrigin : South AfricaHeight in its natural environment : 1,5 mHardiness : -7°CColour of the flower : Orange et yellowDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower"
Ti plant,,,"Cordyline terminalis : Ti plantFamily: AgavaceaeOrigin : Australia, India and MalaysiaHeight in its natural environment : 5 mHardiness : -1°CColour of the flower : white and pinkDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower"
Aloe arborescens - Krantz aloe,,,"Aloe arborescens : Krantz aloeFamily: AsphodelaceaeOrigin : Southern AfricaHeight in its natural environment : up to 4 mHardiness : -1°CColour of the flower : red, orangeDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Slow grower"
"Aloe arborescens variegata, unique specimen 2",,,"Aloe arborescens : Krantz aloe variegataFamily: AsphodelaceaeOrigin : Southern AfricaHeight in its natural environment : up to 4 mHardiness : -1°CColour of the flower : red, orangeDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Slow grower"
"Aloe arborescens variegata, unique specimen 1",,,"Aloe arborescens : Krantz aloe variegataFamily: AsphodelaceaeOrigin : Southern AfricaHeight in its natural environment : up to 4 mHardiness : -1°CColour of the flower : red, orangeDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Slow grower"
American beautyberry,,,Callicarpa americana : American beautyberryFamily : VerbénaceaeOrigin : South east of the USAHeight in its natural environment : 2 mHardiness: -12°CFlower color : pinkDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Medium grower
Lobster claws plant 'cauca',,,"Heliconia Heliconia subulata 'cauca' :Lobster claws plant 'cauca'Famille : HeliconiaceaeOrigin : Mexiqco, South AmericaHeight in its natural environment : 1,50 mHardiness : -5°CFlower colour : yellowDifficulty level : Expert  Height : about 5 to 20 cm (depending on seasons)  Fast grower"
Wild Wisteria Climber,,,Hardenbergia comptoniana : Wild Wisteria ClimberFamily : FabaceaeOrigin : AustraliaHeight in its natural environment : 3 mRusticity : -5°CFlower colour : purple and yellowDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Fast grower
Giant honey flower,,,"Melianthus major : Giant honey flowerFamily : MelianthaceaeOrigin : South AfricaHeight in its natural environment : 2,50 mRusticity : -6°CFlower colour: red/orange/brownDifficulty level : Beginner  Size : 10 cm to 30 cm  Fast grower"
White Cape Leadwort,,,Plumbago auriculata 'alba' : White Cape LeadwortFamily: PlumbaginaceaeOrigin : South AfricaHeight in its natural environment : 6 mHardiness : -8°C (les tiges gèlent à -5°C)Colour of the flower : WhiteDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Hardy tapioca,,,"Manihot grahamii :Hardy tapiocaFamily : EuphorbiaceaeOrigin : BrasilHeight in its natural environment : 2,5 mHardiness : -10°CFlower colour : yellow - greenDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Medium grower"
Cruel plant,,,"Araujia sericifera : Cruel plantFamily: ApocynaceaeOrigin : Argentina, Brasil, PeruHeight in its natural environment : 12 mHardiness : -12°C (aerial parts die at -5°C)Colour of the flower : White to pinkDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower"
Cape Leadwort,,,Plumbago auriculata : Dentelaire du CapFamille : PlumbaginacéesOrigine : Afrique du sudHauteur dans son milieu naturel : 6 mRusticité : -8°C (les tiges gèlent à -5°C)Couleur de la floraison : bleue Difficulty level : Beginner  Hauteur : environ 10 à 20 cm (selon les saisons)  Croissance rapide
Governor's plum,,,Flacourtia indica : Governor's plumFamily: SalicaceaeOrigin : MadagascarHeight in its natural environment : 4 mHardiness : -1°CColour of the flower : yellowDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Pomegranate tree,,,Punica granatum : Pomegranate treeFamily : LythraceaeOrigin : Western AsiaHeight in its natural environment : 5 mHardiness : -15°CFlower colour : bright red  Height : about 5 to 20 cm (depending on seasons)  Medium grower
Chinaberry tree,,,Melia azedarach : Chinaberry treeFamily : MeliaceaeOrigin : IndiaHeight in its natural environment : 13 mHardiness : -7°CFlower colour : white and purpleDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Fast grower
Brazilian cherry tree,,,Eugenia brasiliensis : Brazilian cherry treeFamily: MyrtaceaeOrigin : BrasilHeight in its natural environment : 15 mHardiness : -5°CColour of the flower : WhiteLevel of difficulty : easyDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Fast grower
Kalahari Christmas Tree,,,Dichrostachys cinerea : Kalahari Christmas TreeFamily : FabaceaeOrigin : Southern AfricaHeight in its natural environment : 8mHardiness : -9°CColour of the flower : Pink and yellowDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Medium grower
Bird of paradise tree,,,Caesalpinia gilliesii : Bird of paradise treeFamily : CaesalpinioideaeOrigin : ArgentinaHeight in its natural environment : 3 mHardiness : -12°C (looses its leaves under 0°C)Flower colour : yellow with red stamensDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Fast grower
Bee-bee tree,,,"Tetradium daniellii : Bee-bee treeFamily: RutaceaeOrigin : China, KoreaHeight in its natural environment : 20 mHardiness : -20°CColour of the flower : WhiteDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower"
Parkinsonia aculeata,,,Parkinsonia aculeata  :Family:Origin :Height in its natural environment : mHardiness : °CColour of the flower :Difficulty level : Expert  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Mexican flame vine,,,Pseudogynoxys chenopodioides : Mexican flame vineFamily: AstéraceaeOrigin : MexicoHeight in its natural environment : 5 mHardiness : -4°CColour of the flower : OrangeDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Fast grower
Henkel's yellowwood,,,Podocarpus henkelii : Henkel's yellowwoodFamily: PodocarpaceaeOrigin : South AfricaHeight in its natural environment : 30 mHardiness : -5°CColour of the flower : conesDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Strawberry guava,,,Psidium cattleianum : Strawberry Guava Family: MyrthaceaeOrigin : BrasilHeight in its natural environment : 7mHardiness : -5°CColour of the flower :White  Height : about 5 to 20 cm (depending on seasons)  Slow grower
Toad tree,,,Tabernaemontana elegans : Toad treeOrigin : Eastern AfricaHeight in its natural environment : 12 mHardiness : -4°CFlower colour : whiteDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower
Geiger tree,,,Cordia sebestena : Geiger treeFamily: BoraginaceaeOrigin : CaribbeansHeight in its natural environment : 9 mHardiness : -1°CColour of the flower : OrangeDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Red passion vine,,,Passiflora racemosa : Red passion vineFamily: PassifloraceaeOrigin : BrasilHeight in its natural environment : 10 mHardiness : -2°CColour of the flower : Red/PinkDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower
Silk floss tree,,,"Chorisia speciosa : Silk floss treeFamily: MalvaceaeOrigin : Brasil, ArgentinaHeight in its natural environment : 18 mHardiness : -6°CColour of the flower : PinkDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Fast grower"
Jacaranda tree,,,Jacaranda mimosifolia : Jacaranda treeFamily : BignoniaceaeOrigin : BrasilHeight in its natural environment : 50 mHardiness : -5°CFlower colour : blue to purpleDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Deadly nightshade,,,Atropa belladonna : Deadly nightshadeFamily: SolanaceaeOrigin : Europe and North AfricaHeight in its natural environment : 2 mHardiness : -22°CColour of the flower : dark redDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Mid grower
Bridal veil broom,,,Retama monosperma : Bridal veil broomFamily: FabaceaeOrigin : MoroccoHeight in its natural environment : 4 mHardiness : -6°CColour of the flower : whiteDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Medium grower
Whistling thorn,,,"Vachellia drepanolobium  : Whistling thornFamily: FabaceaeOrigin : Kenya, central AfricaHeight in its natural environment : 6 mHardiness : -1°CColour of the flower : whiteDifficulty level : Beginner  Height : about 15 to 30 cm (depending on seasons)  Medium grower"
Monkey puzzle tree,,,Araucaria araucana : Monkey puzzle treeFamily : AraucariaceesOrigin : ChiliHeight in its natural environment : 40 mHardiness : -12°CFlower colour : green conesDifficulty level : Expert  Height : about 10 / 20 cm  Slow grower
Jujube tree,,,Ziziphus jujuba : Jujube treeFamily : RhamnaceaeOrigin : ChinaHeight in its natural environment : 12 mHardiness : -15°CFlower colour : yellowDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Medium grower
Ti plant,,,"Cordyline terminalis : Ti plantFamily: AgavaceaeOrigin : Australia, India and MalaysiaHeight in its natural environment : 5 mHardiness : -1°CColour of the flower : white and pinkDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Medium grower"
Indian jujube,,,Ziziphus mauritiana : Indian jujubeFamily : RhamnaceaeOrigin : MauritiusHeight in its natural environment : 12 mHardiness : -15°CFlower colour : yellowDifficulty level : Beginner  Height : about 10 to 30 cm (depending on seasons)  Medium grower
Bellyache bush,,,Monodora myristica : Bellyache bushFamily: EuphorbiaceaeOrigin : MexicoHeight in its natural environment : 4 mHardiness : -8°CColour of the flower : RougeDifficulty level : Beginner  Height : about 10 to 20 cm (depending on seasons)  Fast grower
Surinam cherry tree,,,Eugenia uniflora : Surinam cherry treeFamily: MyrtaceaeOrigin : BrasilHeight in its natural environment : 15 mHardiness : -4°CColour of the flower : whiteDifficulty level : Beginner  Height : about 5 to 20 cm (depending on seasons)  Fast grower
